"SITENAME","DATE","TIME","SALINITY","TN","TP","TOC","NH4","N.N","NO2","SRP","DOC","NO3","Dataset.ID","Date.EST","Station.ID","ALIAS","Region","SRPFlag","TPFlag","TPReversal","TNReversal","OCReversal"
"TS/PH6a","2015-01-06","13:30",2,50.178,0.2,NA,16.61,1.65,0.2,0.02,963.333,1.45,"LT_ND_Losada_002",2015-01-06,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2015-02-12","11:15",13,78.945,0.42,NA,28.04,3.72,0.44,0.03,1051.667,3.28,"LT_ND_Losada_002",2015-02-12,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2015-03-12","12:14",4,91.714,0.65,NA,26.77,4.92,0.59,0.04,1235,4.33,"LT_ND_Losada_002",2015-03-12,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2015-04-10","14:35",28,70.214,1.43,NA,0.84,0.47,0.05,0.02,896.667,0.42,"LT_ND_Losada_002",2015-04-10,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2015-05-06","13:15",23,48.08,1.11,NA,1.41,0.74,0.19,0.17,1296.667,0.55,"LT_ND_Losada_002",2015-05-06,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2015-06-04","10:00",36,44.644,0.58,NA,2.03,0.64,0.05,0.15,1137.5,0.59,"LT_ND_Losada_002",2015-06-04,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2015-07-09","16:10",42,39.191,0.55,NA,2.55,0.29,0.11,0.08,1250,0.17,"LT_ND_Losada_002",2015-07-09,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2015-08-13","10:03",39,42.869,0.73,NA,2.45,1.58,0.23,0.02,1319.167,1.35,"LT_ND_Losada_002",2015-08-13,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2015-09-10","14:10",8,50.557,0.34,NA,2.86,0.38,0.18,0.25,1478.333,0.2,"LT_ND_Losada_002",2015-09-10,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2015-10-28","11:45",7,55.566,0.43,NA,3.21,0.28,0.13,0.4,1315,0.15,"LT_ND_Losada_002",2015-10-28,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2015-12-01","13:50",2,64.461,0.17,NA,8.8,1.47,0.21,0.1,1284.167,1.27,"LT_ND_Losada_002",2015-12-01,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2015-12-29","11:29",1,50.923,0.26,NA,12.71,1.63,0.19,0.05,767.167,1.44,"LT_ND_Losada_002",2015-12-29,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2016-01-14","10:25",1,67.406,0.21,NA,15.41,3.14,0.22,0.06,757.833,2.92,"LT_ND_Losada_002",2016-01-14,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2016-02-11","11:32",1,57.752,0.19,NA,10.7,4.38,0.29,0.1,710.75,4.08,"LT_ND_Losada_002",2016-02-11,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2016-03-16","13:47",1,96.31,0.47,NA,50.73,3.01,0.29,0.07,754,2.72,"LT_ND_Losada_002",2016-03-16,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2016-04-21","11:40",1,83.551,0.49,NA,17.7,5.51,0.35,0.16,849.167,5.17,"LT_ND_Losada_002",2016-04-21,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2016-05-26","12:25",6,71.525,1.18,NA,8.45,2.58,0.31,0.37,1132.5,2.27,"LT_ND_Losada_002",2016-05-26,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2016-06-24","11:36",1,67.205,0.46,NA,2.92,1.55,0.1,0.04,1009.167,1.44,"LT_ND_Losada_002",2016-06-24,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2016-07-27","14:00",1,55.665,0.33,NA,2.1,0.57,0.06,0.03,972.5,0.51,"LT_ND_Losada_002",2016-07-27,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2016-08-30","12:08",1,45.749,0.21,NA,1.02,0.26,0.04,0.01,940,0.22,"LT_ND_Losada_002",2016-08-30,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2016-09-28","12:35",0,53.316,0.23,NA,1.5,0.19,0.07,0.03,811.833,0.12,"LT_ND_Losada_002",2016-09-28,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2016-10-13","10:32",1,38.735,0.24,NA,1.02,1.24,0.05,0.01,848.333,1.19,"LT_ND_Losada_002",2016-10-13,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2016-11-14","12:16",1,34.927,0.23,NA,1.34,0.52,0.06,0.02,733.417,0.46,"LT_ND_Losada_002",2016-11-14,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2016-12-12","11:20",1,35.787,0.19,NA,1.21,0.18,0.04,0.02,743.167,0.14,"LT_ND_Losada_002",2016-12-12,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2017-01-26","12:42",8,48.238,0.61,NA,4.68,0.79,0.29,0.5,936.667,0.49,"LT_ND_Losada_002",2017-01-26,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2017-02-28","11:00",3,53.131,0.42,NA,1.69,0.21,0.1,0.15,957.5,0.1,"LT_ND_Losada_002",2017-02-28,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2017-03-23","13:00",5,79.816,0.56,NA,4.68,1.36,0.2,0.39,1350,1.16,"LT_ND_Losada_002",2017-03-23,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2017-04-20","11:51",30,57.074,0.99,NA,2.8,0.64,0.25,0.62,976.667,0.39,"LT_ND_Losada_002",2017-04-20,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2017-05-25","13:27",NA,56.031,0.58,NA,1.05,0.39,0.11,0.03,846.667,0.28,"LT_ND_Losada_002",2017-05-25,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2017-06-26","11:22",14,65.292,0.63,NA,3.32,0.81,0.56,0.92,1579.167,0.25,"LT_ND_Losada_002",2017-06-26,"TS/PH6a","TS/PH6a","TS",0,0,1,0,NA
"TS/PH6a","2017-07-24","11:40",4,69.849,0.36,NA,4.98,0.89,0.2,0.21,1229.167,0.69,"LT_ND_Losada_002",2017-07-24,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2017-08-28","11:10",3,70.213,0.43,NA,5.98,1.15,0.17,0.15,1254.167,0.98,"LT_ND_Losada_002",2017-08-28,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2017-09-26","13:20",2,42.95,0.63,NA,0.89,0.41,0.15,0.06,955.833,0.26,"LT_ND_Losada_002",2017-09-26,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2017-10-26","11:10",0,43.594,0.35,NA,1.83,0.25,0.04,0,493.417,0.21,"LT_ND_Losada_002",2017-10-26,"TS/PH6a","TS/PH6a","TS",1,0,0,0,NA
"TS/PH6a","2017-11-30","13:01",1,50.23,0.38,NA,3.82,0.67,0.07,0.01,828.667,0.6,"LT_ND_Losada_002",2017-11-30,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2017-12-21","11:39",1,48.509,0.33,NA,3.83,0.73,0.08,0.04,881.667,0.65,"LT_ND_Losada_002",2017-12-21,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2007-10-15","11:00",0,34.379,0.31,NA,1.41,0.35,0.05,0.02,878.167,0.3,"LT_ND_Losada_002",2007-10-15,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2007-11-26","13:45",1,36.932,0.67,NA,7.03,0.66,0.06,0.14,823.5,0.6,"LT_ND_Losada_002",2007-11-26,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2007-12-10","11:15",1,30.5,0.06,NA,5.05,0.52,0.07,0.07,804.917,0.45,"LT_ND_Losada_002",2007-12-10,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2008-01-17","13:00",2,55.143,0.29,NA,3.24,0.56,0.08,0.03,985.833,0.48,"LT_ND_Losada_002",2008-01-17,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2008-02-27","12:50",5,58.993,0.34,NA,4.62,1.07,0.11,0.06,1189.167,0.96,"LT_ND_Losada_002",2008-02-27,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2008-03-27","12:10",13,66.945,0.55,NA,5.19,0.85,0.07,0.08,1065,0.77,"LT_ND_Losada_002",2008-03-27,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2008-04-23","11:45",29,32.386,0.66,NA,5.25,1.47,0.19,0.1,824.333,1.28,"LT_ND_Losada_002",2008-04-23,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2008-05-21","12:00",36,51.97,0.45,NA,4.76,1.31,0.25,0.07,704.083,1.06,"LT_ND_Losada_002",2008-05-21,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2008-06-25","12:25",21,62.975,0.28,NA,1.7,1.01,0.12,0.15,1280,0.9,"LT_ND_Losada_002",2008-06-25,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2008-07-24","12:30",36,42.855,0.38,NA,1.95,0.66,0.16,0.02,974.167,0.5,"LT_ND_Losada_002",2008-07-24,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2008-08-07","10:30",38,37.378,0.14,NA,4.29,0.16,0.08,0.03,1026.667,0.09,"LT_ND_Losada_002",2008-08-07,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2008-09-18","12:30",5,32.02,0.32,NA,7.62,0.61,0.24,0.02,772.5,0.37,"LT_ND_Losada_002",2008-09-18,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2008-11-06","12:30",2,28.192,0.38,NA,6.43,1.06,0.24,0.05,1053.333,0.82,"LT_ND_Losada_002",2008-11-06,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2008-12-09","13:15",2,33.772,0.22,NA,38.69,1.96,0.75,NA,972.5,1.21,"LT_ND_Losada_002",2008-12-09,"TS/PH6a","TS/PH6a","TS",1,0,NA,0,NA
"TS/PH6a","2009-01-08","11:45",2,59.32,0.27,NA,97.49,2.73,0.56,0.05,884.167,2.17,"LT_ND_Losada_002",2009-01-08,"TS/PH6a","TS/PH6a","TS",0,0,0,1,NA
"TS/PH6a","2009-02-17","10:45",2,183.869,0.37,NA,110.54,5.73,1.73,0.04,1222.5,4,"LT_ND_Losada_002",2009-02-17,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2009-03-03","11:00",8,140.816,0.34,NA,46.41,10.67,2.19,0.06,1232.5,8.48,"LT_ND_Losada_002",2009-03-03,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2009-04-21","12:45",37,148.624,0.82,NA,2.58,1.5,0.22,0.02,1073.333,1.28,"LT_ND_Losada_002",2009-04-21,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2009-05-26","12:55",38,46.657,0.62,NA,7.04,2.83,0.25,0.02,982.5,2.58,"LT_ND_Losada_002",2009-05-26,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2009-06-18","10:57",12,63.696,0.36,NA,4.4,1.43,0.17,0.09,1312.5,1.26,"LT_ND_Losada_002",2009-06-18,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2009-07-07","12:55",5,43.824,0.21,NA,3.29,0.6,0.27,0.07,1545,0.33,"LT_ND_Losada_002",2009-07-07,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2009-08-14","10:50",3,79.742,0.17,NA,3.69,0.55,0.19,0.03,1413.333,0.36,"LT_ND_Losada_002",2009-08-14,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2009-09-03","11:50",2,171.899,0.26,NA,4.98,0.93,0.22,0.04,1227.083,0.71,"LT_ND_Losada_002",2009-09-03,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2009-10-13","15:00",1,35.737,0.28,NA,3.53,0.85,0.17,0.06,916.667,0.68,"LT_ND_Losada_002",2009-10-13,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2009-11-23","14:45",7,53.758,0.32,NA,2.98,0.47,0.18,0.06,1070.833,0.29,"LT_ND_Losada_002",2009-11-23,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2009-12-07","13:00",1,60.38,0.2,NA,8.08,1.64,0.22,0.03,848.333,1.41,"LT_ND_Losada_002",2009-12-07,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2010-01-19","13:05",1,78.955,0.27,NA,15.58,3.55,0.35,0.01,794.583,3.2,"LT_ND_Losada_002",2010-01-19,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2010-02-18","13:10",1,72.417,0.16,NA,14.93,4.18,0.32,0.02,832.833,3.86,"LT_ND_Losada_002",2010-02-18,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2010-03-11","11:40",1,173.877,0.17,NA,8.94,3.51,0.3,0.04,833.333,3.21,"LT_ND_Losada_002",2010-03-11,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2010-04-12","10:15",1,109.538,0.28,NA,5.9,2.09,0.2,0.02,1053.333,1.89,"LT_ND_Losada_002",2010-04-12,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2010-05-04","11:15",5,89.933,0.28,NA,4.53,1.23,0.16,0.05,1108.333,1.06,"LT_ND_Losada_002",2010-05-04,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2010-06-28","12:00",6,116.856,0.36,NA,3.95,1.33,0.21,0.05,1739.167,1.13,"LT_ND_Losada_002",2010-06-28,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2010-07-20","13:05",2,59.305,0.21,NA,1.46,0.15,0.15,0.04,1384.167,0,"LT_ND_Losada_002",2010-07-20,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2010-08-13","12:15",4,65.342,0.24,NA,2.13,0.48,0.12,0.05,1377.5,0.35,"LT_ND_Losada_002",2010-08-13,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2010-09-14","12:15",1,51.567,0.2,NA,1.78,0.1,0.07,0.03,923.333,0.03,"LT_ND_Losada_002",2010-09-14,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2010-10-05","11:15",0,43.604,0.22,NA,0.92,0.23,0.17,0.01,630.417,0.06,"LT_ND_Losada_002",2010-10-05,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2010-11-03","13:15",1,27.088,1.31,NA,1.45,0.16,0.07,0.11,910.833,0.09,"LT_ND_Losada_002",2010-11-03,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2010-12-13","12:20",1,26.991,0.19,NA,5.07,1.25,0.18,0.03,737.5,1.07,"LT_ND_Losada_002",2010-12-13,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2011-01-10","13:10",1,35.977,0.39,NA,4.48,0.98,0.03,0.08,707.083,0.95,"LT_ND_Losada_002",2011-01-10,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2011-02-03","12:20",1,63.93,0.24,NA,2.3,0.41,0.07,0.03,641.417,0.34,"LT_ND_Losada_002",2011-02-03,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2011-03-21","13:20",9,63.693,0.66,NA,6.32,1.32,0.18,0.06,844.167,1.14,"LT_ND_Losada_002",2011-03-21,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2011-04-13","10:00",23,67.77,0.49,NA,5.84,0.67,0.09,0.14,750.833,0.58,"LT_ND_Losada_002",2011-04-13,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2011-05-04","11:15",29,69.022,0.38,NA,2.82,1.72,0.06,0,957.5,1.66,"LT_ND_Losada_002",2011-05-04,"TS/PH6a","TS/PH6a","TS",1,0,0,0,NA
"TS/PH6a","2011-06-15","12:45",37,67.733,0.21,NA,2.93,0.46,0.12,0.07,922.5,0.33,"LT_ND_Losada_002",2011-06-15,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2011-07-11","11:45",25,67.881,0.43,NA,3.76,1.06,0.17,0.06,1525,0.89,"LT_ND_Losada_002",2011-07-11,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2011-08-02","11:45",13,86.714,0.33,NA,2.34,1.27,0.34,0.15,1612.5,0.94,"LT_ND_Losada_002",2011-08-02,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2011-09-13","13:30",7,76.923,0.16,NA,2.48,0.65,0.16,0.1,1590.833,0.49,"LT_ND_Losada_002",2011-09-13,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2011-10-05","10:45",2,48.306,0.21,NA,2.97,0.86,0.15,0.13,1191.667,0.71,"LT_ND_Losada_002",2011-10-05,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2011-11-09","15:30",1,37.275,0.37,NA,5.04,0.84,0.15,0.02,850.833,0.69,"LT_ND_Losada_002",2011-11-09,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2005-02-22","11:07",23,52.056,0.43,1186.667,29.89,3.15,1.33,0.03,1175,1.83,"LT_ND_Losada_002",2005-02-22,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2005-03-15","12:28",27,47.217,0.29,1130,9.34,4.96,0.45,0.09,1194.167,4.51,"LT_ND_Losada_002",2005-03-15,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2005-04-14","10:55",40,49.165,0.42,995,1.86,0.59,0.12,0.06,1065.833,0.47,"LT_ND_Losada_002",2005-04-14,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2005-05-24","11:00",51,38.13,0.44,954.167,3.73,1.25,0.27,0.01,971.667,0.98,"LT_ND_Losada_002",2005-05-24,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2005-06-21","11:30",21,68.286,0.41,1025,6.97,2.67,0.17,0.14,1197.5,2.5,"LT_ND_Losada_002",2005-06-21,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2005-07-12","13:00",6,35.647,0.3,1391.667,5.97,0.53,0.17,0.06,1532.5,0.36,"LT_ND_Losada_002",2005-07-12,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2005-08-22","11:00",3,37.882,0.24,NA,5.77,0.54,0.27,0.01,1290,0.27,"LT_ND_Losada_002",2005-08-22,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2005-09-15","12:03",1,28.997,0.21,NA,1.46,0.23,0.06,0.01,644.5,0.16,"LT_ND_Losada_002",2005-09-15,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2005-10-06","10:50",0,30.595,0.16,NA,3.66,0.38,0.12,0.02,600.167,0.26,"LT_ND_Losada_002",2005-10-06,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2005-11-17","12:30",1,42.62,0.35,NA,2.62,0.35,0.2,0.05,866.667,0.16,"LT_ND_Losada_002",2005-11-17,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2005-12-15","11:00",1,21.086,0.36,NA,6.77,0.71,0.11,0,1081.667,0.6,"LT_ND_Losada_002",2005-12-15,"TS/PH6a","TS/PH6a","TS",1,0,0,0,NA
"TS/PH6a","2006-01-31","11:20",1,44.149,0.4,NA,11.51,2.07,0.28,0.04,1033.333,1.79,"LT_ND_Losada_002",2006-01-31,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2006-02-07","11:00",3,35.444,0.47,NA,18.4,1.73,0.28,0.03,989.167,1.46,"LT_ND_Losada_002",2006-02-07,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2006-03-22","11:15",21,27.505,0.77,NA,4.26,2.11,0.03,0.14,1013.333,2.08,"LT_ND_Losada_002",2006-03-22,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2006-04-25","11:30",22,26.288,0.57,NA,6.62,5.24,2.21,0.04,806,3.02,"LT_ND_Losada_002",2006-04-25,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2006-05-24","13:00",33,58.024,0.7,NA,6.06,1,0.17,0.02,1028.333,0.83,"LT_ND_Losada_002",2006-05-24,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2006-06-14","11:00",19,36.551,0.6,NA,NA,2.58,0.39,0.02,1390,2.2,"LT_ND_Losada_002",2006-06-14,"TS/PH6a","TS/PH6a","TS",0,0,0,NA,NA
"TS/PH6a","2006-07-20","14:45",2,51.287,0.41,NA,8.79,1.13,0.2,0.01,1385,0.93,"LT_ND_Losada_002",2006-07-20,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2006-08-22","11:30",2,35.028,0.25,NA,10.21,1.07,0.18,0.03,901.667,0.88,"LT_ND_Losada_002",2006-08-22,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2006-09-14","11:30",1,34.112,0.65,NA,6.58,1.27,0.14,0.01,865.833,1.13,"LT_ND_Losada_002",2006-09-14,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2006-10-26","10:10",1,26.631,0.22,NA,2.86,0.81,0.16,0.03,811.25,0.66,"LT_ND_Losada_002",2006-10-26,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2006-11-29","12:45",1,34.813,0.3,NA,26.07,2.83,0.22,0.03,957.5,2.61,"LT_ND_Losada_002",2006-11-29,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2006-12-20","11:30",2,57.538,0.37,NA,40.96,3.2,0.33,0.07,1111.667,2.87,"LT_ND_Losada_002",2006-12-20,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2007-01-21","10:50",3,88.739,0.57,NA,NA,9.54,0.77,0.04,1215,8.77,"LT_ND_Losada_002",2007-01-21,"TS/PH6a","TS/PH6a","TS",0,0,0,NA,NA
"TS/PH6a","2007-02-20","13:15",2,37.235,0.24,NA,55.75,7.42,1.33,0.01,1298.333,6.08,"LT_ND_Losada_002",2007-02-20,"TS/PH6a","TS/PH6a","TS",0,0,0,1,NA
"TS/PH6a","2007-03-16","12:50",20,42.933,0.58,NA,2.85,1.63,0.08,0.05,1134.167,1.55,"LT_ND_Losada_002",2007-03-16,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2007-04-24","11:00",3,56.555,0.47,NA,4.52,0.84,0.2,0.02,1398.333,0.63,"LT_ND_Losada_002",2007-04-24,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2007-05-17","12:15",28,29.036,0.66,NA,5.08,1.91,0.34,0.02,1120,1.57,"LT_ND_Losada_002",2007-05-17,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2004-02-19","11:15",0,51.16,0.13,958.333,1.24,0.72,0.04,0.01,892.5,0.68,"LT_ND_Losada_002",2004-02-19,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2004-03-30","11:50",1,29.681,0.11,713.333,6.14,1.82,0.41,0.04,778.083,1.41,"LT_ND_Losada_002",2004-03-30,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2004-04-20","11:30",12,37.18,0.67,NA,3.42,2.75,0.11,0.05,982.083,2.64,"LT_ND_Losada_002",2004-04-20,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2004-05-11","12:10",25,33.131,0.78,978.333,0.82,1.24,0.05,0.06,1086.667,1.19,"LT_ND_Losada_002",2004-05-11,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2004-06-23","11:00",36,33.323,0.39,887.5,2.84,2.13,0.31,0.03,971.667,1.82,"LT_ND_Losada_002",2004-06-23,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2004-07-15","12:30",43,31.773,0.47,821.583,1.94,0.69,0.37,0.04,1032.5,0.31,"LT_ND_Losada_002",2004-07-15,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2004-08-22","12:30",4,52.573,0.34,1825.833,4.79,1.08,0.17,0.03,1806.667,0.91,"LT_ND_Losada_002",2004-08-22,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2004-09-30","11:48",9,42.198,0.39,1750,4.59,2.19,0.65,0.08,1910,1.53,"LT_ND_Losada_002",2004-09-30,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2004-10-21","11:00",4,31.106,0.15,1255.833,2.38,6.79,0.17,0.02,1190.833,6.62,"LT_ND_Losada_002",2004-10-21,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2004-11-04","12:35",1,33.646,0.21,1117.5,2.7,0.59,0.14,NA,1266.667,0.45,"LT_ND_Losada_002",2004-11-04,"TS/PH6a","TS/PH6a","TS",1,0,NA,0,0
"TS/PH6a","2004-12-08","11:20",1,30.382,0.38,954.167,10.83,2.25,0.49,0.02,1035.833,1.76,"LT_ND_Losada_002",2004-12-08,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2005-01-27","13:07",18,38.368,0.26,890,13.16,5.03,1.26,0,896.667,3.77,"LT_ND_Losada_002",2005-01-27,"TS/PH6a","TS/PH6a","TS",1,0,0,0,0
"TS/PH6a","2007-08-09","11:10",1,94.47,0.2,NA,3.4,0.92,0.14,0.03,1075.833,0.78,"LT_ND_Losada_002",2007-08-09,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2007-09-03","11:30",1,60.666,0.3,NA,4.43,1.01,0.09,0.03,1255.833,0.92,"LT_ND_Losada_002",2007-09-03,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2007-06-05","11:10",13,33.184,0.6,NA,7.81,0.75,0.21,0.05,1353.333,0.54,"LT_ND_Losada_002",2007-06-05,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
