"SITENAME","DATE","TIME","SALINITY","TN","TP","TOC","NH4","N.N","NO2","SRP","DOC","NO3","Dataset.ID","Date.EST","Station.ID","ALIAS","Region","SRPFlag","TPFlag","TPReversal","TNReversal","OCReversal"
"SRS1d","2010-06-16","13:00",0,79.748,0.26,NA,2.45,0.2,0.16,0.04,1930,0.04,"LT_ND_Grahl_002",2010-06-16,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2010-07-07","11:45",0,45.255,0.15,NA,1.64,0.1,0.03,0.04,1559.167,0.07,"LT_ND_Grahl_002",2010-07-07,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2010-08-09","12:25",0,32.442,0.16,NA,0.84,0.13,0.11,0.03,1025.833,0.03,"LT_ND_Grahl_002",2010-08-09,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2010-09-07","14:20",0,56.875,0.12,NA,1.13,0.17,0.14,0.05,980,0.03,"LT_ND_Grahl_002",2010-09-07,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2010-10-04","08:30",0,67.074,0.24,NA,5.06,0.12,0.08,0.06,782.833,0.04,"LT_ND_Grahl_002",2010-10-04,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2010-11-01","13:45",0,30.177,0.2,NA,2.48,1.08,0.06,0.06,998.333,1.01,"LT_ND_Grahl_002",2010-11-01,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2010-12-01","11:42",0,47.95,0.19,NA,15.43,0.99,0.09,0.07,1040.833,0.91,"LT_ND_Grahl_002",2010-12-01,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2011-01-04","13:00",0,46.356,0.24,NA,14.55,0.26,0.1,0.06,909.167,0.15,"LT_ND_Grahl_002",2011-01-04,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2011-02-02","12:00",0,98.659,0.21,NA,20.14,0.18,0.08,0.02,1415,0.1,"LT_ND_Grahl_002",2011-02-02,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2011-03-01","14:35",0,108.687,0.3,NA,2.35,0.12,0.08,0.05,2140,0.04,"LT_ND_Grahl_002",2011-03-01,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2011-08-05","11:20",0,111.755,0.17,NA,2.26,0.21,0.14,0.01,2161.667,0.07,"LT_ND_Grahl_002",2011-08-05,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2011-09-07","13:10",0,74.063,0.16,NA,1.04,0.21,0.11,0.03,1649.167,0.1,"LT_ND_Grahl_002",2011-09-07,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2011-10-12","08:20",0,85.362,0.2,NA,2.31,0.43,0.12,0.35,2040,0.31,"LT_ND_Grahl_002",2011-10-12,"SRS1d","SRS1","SRS",0,0,1,0,NA
"SRS1d","2011-11-07","15:00",0,51.253,0.26,NA,1.4,0.59,0.24,0.25,1611.667,0.35,"LT_ND_Grahl_002",2011-11-07,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2011-12-14","12:20",0,68.201,0.35,NA,1.52,0.29,0.08,0.02,1420.833,0.21,"LT_ND_Grahl_002",2011-12-14,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2012-01-10","15:00",0,75.535,0.21,NA,1.82,0.86,0.1,0.08,1777.5,0.76,"LT_ND_Grahl_002",2012-01-10,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2012-02-01","10:50",0,60.607,0.38,NA,2.59,0.28,0.11,0.09,2054.167,0.17,"LT_ND_Grahl_002",2012-02-01,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2012-03-02","8:40",0,107.789,NA,NA,3.74,0.33,0.18,0.25,2425,0.15,"LT_ND_Grahl_002",2012-03-02,"SRS1d","SRS1","SRS",0,1,NA,0,NA
"SRS1d","2012-05-07","12:00",0,106.981,0.33,NA,3.42,0.52,0.13,0.05,2112.333,0.4,"LT_ND_Grahl_002",2012-05-07,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2012-06-19","13:00",0,67.366,0.24,NA,1.87,0.27,0.04,0.03,1846.667,0.23,"LT_ND_Grahl_002",2012-06-19,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2012-07-17","12:50",0,53.174,0.12,NA,1.84,0.23,0.07,0.02,1097.5,0.17,"LT_ND_Grahl_002",2012-07-17,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2012-08-14","12:30",0,71.115,0.23,NA,2.1,0.21,0.05,0.1,1299.167,0.17,"LT_ND_Grahl_002",2012-08-14,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2012-09-14","12:00",0,70.674,0.2,NA,3.11,0.24,0.12,0.01,1364.167,0.13,"LT_ND_Grahl_002",2012-09-14,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2012-10-10","7:50",0,37.31,0.19,NA,2.64,1.11,0.12,0.03,878.333,0.99,"LT_ND_Grahl_002",2012-10-10,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2012-11-01","14:15",0,42.158,0.21,NA,1.39,0.2,0.08,0.04,1159.167,0.13,"LT_ND_Grahl_002",2012-11-01,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2012-12-17","11:55",0,56.024,0.3,NA,3.37,0.24,0.08,0.04,1835,0.16,"LT_ND_Grahl_002",2012-12-17,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2013-01-08","13:30",0,59.19,0.36,NA,2.23,0.13,0.07,0.15,1776.667,0.06,"LT_ND_Grahl_002",2013-01-08,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2013-02-12","11:50",0,102.104,0.42,NA,2.61,0.12,0.06,0.06,1964.167,0.05,"LT_ND_Grahl_002",2013-02-12,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2013-03-04","13:30",0,108.842,0.19,NA,7.15,0.17,0.09,0.05,1997.5,0.08,"LT_ND_Grahl_002",2013-03-04,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2013-04-04","11:00",0,158.021,1.24,NA,3.52,0.43,0.13,0.06,2893.833,0.3,"LT_ND_Grahl_002",2013-04-04,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2013-05-08","13:10",0,133.089,0.34,NA,4.55,0.26,0.25,0.05,3054,0.01,"LT_ND_Grahl_002",2013-05-08,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2013-06-20","12:30",0,59.254,0.39,NA,2.61,0.1,0.05,0.04,1115,0.05,"LT_ND_Grahl_002",2013-06-20,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2013-07-11","13:00",0,60.811,0.26,NA,2.15,0.22,0.18,0.11,1259.167,0.04,"LT_ND_Grahl_002",2013-07-11,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2013-08-16","11:45",0,67.136,0.22,NA,2.61,0.33,0.11,0.01,1199.167,0.21,"LT_ND_Grahl_002",2013-08-16,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2013-09-12","13:00",0,47.506,0.29,NA,2.04,0.32,0.26,0.03,1239.167,0.06,"LT_ND_Grahl_002",2013-09-12,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2013-10-24","7:30",0,49.155,0.29,NA,3.96,0.62,0.09,0.04,1208.333,0.53,"LT_ND_Grahl_002",2013-10-24,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2013-11-07","13:00",0,38.118,0.21,NA,1.75,0.13,0.09,0.06,1297.5,0.04,"LT_ND_Grahl_002",2013-11-07,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2013-12-10","13:50",0,56.991,0.3,NA,2.34,0.17,0.05,0.06,1201.667,0.11,"LT_ND_Grahl_002",2013-12-10,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2014-01-14","13:40",0,46.663,0.15,NA,0.92,0.07,0.04,0.05,1327.5,0.03,"LT_ND_Grahl_002",2014-01-14,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2014-02-05","13:30",0,63.531,0.27,NA,2.76,0.17,0.16,0.04,1422.5,0.01,"LT_ND_Grahl_002",2014-02-05,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2014-03-06","11:10",0,54.49,1.42,NA,1.27,0.21,0.14,0.05,1531.667,0.07,"LT_ND_Grahl_002",2014-03-06,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2014-04-01","12:45",0,73.265,0.3,NA,2.66,0.21,0.08,0.04,2111.5,0.13,"LT_ND_Grahl_002",2014-04-01,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2014-05-12","11:10",0,175.287,0.86,NA,48.75,0.41,0.22,0.1,3356.167,0.19,"LT_ND_Grahl_002",2014-05-12,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2018-02-02","12:00",0.3,97.279,0.53,NA,5.26,0.58,0.1,0.02,1664.167,NA,"LT_ND_Grahl_002",2018-02-02,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2018-03-08","14:10",0.3,86.672,0.26,NA,3.6,0.45,0.11,0.05,1796.667,NA,"LT_ND_Grahl_002",2018-03-08,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2018-04-09","10:30",0.4,125.459,1.85,NA,4.93,0.19,0.11,0.03,2438.333,0.08,"LT_ND_Grahl_002",2018-04-09,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2018-05-10","11:30",0.4,175.638,1.14,NA,33.66,0.27,0.14,0.03,3026.75,NA,"LT_ND_Grahl_002",2018-05-10,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2018-06-04","12:50",0.2,66.23,0.7,NA,2.32,0.31,0.14,NA,1425,0.17,"LT_ND_Grahl_002",2018-06-04,"SRS1d","SRS1","SRS",1,0,NA,0,NA
"SRS1d","2018-07-12","12:25",0.2,53.664,0.54,NA,1.03,0.16,0.15,0.04,743.333,NA,"LT_ND_Grahl_002",2018-07-12,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2018-08-10","12:20",0.2,85.746,0.28,NA,0.12,0.12,0.11,0.02,1555.833,NA,"LT_ND_Grahl_002",2018-08-10,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2018-09-13","12:50",0.2,61.425,0.51,NA,1.37,0.27,0.09,0.02,1150.833,NA,"LT_ND_Grahl_002",2018-09-13,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2018-10-15","8:12",0.2,92.576,0.23,NA,2.47,0.14,0.08,0.04,1380.833,NA,"LT_ND_Grahl_002",2018-10-15,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2018-11-01","12:40",0.2,40.373,0.35,NA,1.76,0.2,0.1,0.04,1671.667,NA,"LT_ND_Grahl_002",2018-11-01,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2018-12-06","12:50",0.3,138.655,1.05,NA,41.9,0.2,0.07,0.02,1467.5,NA,"LT_ND_Grahl_002",2018-12-06,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2017-11-07","14:06",0.2,47.206,0.4,NA,0.93,0.19,0.03,0.05,1112.917,NA,"LT_ND_Grahl_002",2017-11-07,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2017-12-05","12:20",0.2,39.332,0.4,NA,1.13,0.29,0.05,0.02,1133.333,NA,"LT_ND_Grahl_002",2017-12-05,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2018-01-09","13:00",0.2,72.535,0.41,NA,1.66,0.48,0.08,0.03,1448.333,NA,"LT_ND_Grahl_002",2018-01-09,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2017-05-04","14:15",0,144.726,0.37,NA,15.86,0.55,0.34,0.07,2429.5,0.21,"LT_ND_Grahl_002",2017-05-04,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2017-06-19","10:30",0.2,62.067,0.61,NA,1.97,0.56,0.06,0.01,1336.667,0.51,"LT_ND_Grahl_002",2017-06-19,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2017-03-07","12:00",0,112.372,0.51,NA,8.33,0.47,0.06,0.02,2203.333,0.41,"LT_ND_Grahl_002",2017-03-07,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2017-04-21","13:30",0,126.604,0.46,NA,5.24,0.25,0.1,NA,2321.667,0.16,"LT_ND_Grahl_002",2017-04-21,"SRS1d","SRS1","SRS",1,0,NA,0,NA
"SRS1d","2017-09-29","12:50",0.2,61.07,1.32,NA,2.44,0.67,0.1,NA,4066.5,NA,"LT_ND_Grahl_002",2017-09-29,"SRS1d","SRS1","SRS",1,0,NA,0,NA
"SRS1d","2017-10-10","8:30",0.2,48.197,0.64,NA,2.45,0.33,0.13,0.05,1111.171,NA,"LT_ND_Grahl_002",2017-10-10,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2017-07-18","13:15",0.2,68.666,0.86,NA,2.04,0.23,0.1,0.04,1441.417,NA,"LT_ND_Grahl_002",2017-07-18,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS1d","2017-08-11","12:20",0.2,70.285,0.54,NA,2.02,0.28,0.13,0.09,1266.833,NA,"LT_ND_Grahl_002",2017-08-11,"SRS1d","SRS1","SRS",0,0,0,0,NA
"SRS2","2008-12-02","09:55",0,NA,0.14,NA,2.23,0.07,0.05,0.05,1285.833,0.01,"LT_ND_Grahl_002",2008-12-02,"SRS2","SRS2","SRS",0,0,0,NA,NA
"SRS2","2009-01-05","11:20",0,33.137,0.14,NA,4.24,0.14,0.07,NA,1630,0.07,"LT_ND_Grahl_002",2009-01-05,"SRS2","SRS2","SRS",1,0,NA,0,NA
"SRS2","2008-09-15","10:15",0,29.219,0.23,NA,1.4,0.1,0.07,0.09,1030,0.03,"LT_ND_Grahl_002",2008-09-15,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2008-10-06","12:40",0,22.846,0.22,NA,0.57,0.06,0.06,0.06,902.5,0,"LT_ND_Grahl_002",2008-10-06,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2008-11-03","09:35",0,32.439,0.11,NA,1.74,0.06,0.06,0.07,1213.333,0,"LT_ND_Grahl_002",2008-11-03,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2010-02-01","10:30",0,176.984,0.56,NA,49.22,1.4,0.16,0.02,1986.667,1.24,"LT_ND_Grahl_002",2010-02-01,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2010-03-10","10:30",0,NA,0.22,NA,40.6,1.24,0.15,0.05,1796.667,1.08,"LT_ND_Grahl_002",2010-03-10,"SRS2","SRS2","SRS",0,0,0,NA,NA
"SRS2","2009-02-02","09:40",0,103.868,0.31,NA,6.78,0.31,0.05,0.03,1632.917,0.26,"LT_ND_Grahl_002",2009-02-02,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2009-03-02","11:15",0,150.814,0.24,NA,34.75,0.2,0.13,0.03,1990.333,0.07,"LT_ND_Grahl_002",2009-03-02,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2009-04-01","10:00",0,199.188,0.35,NA,40.49,0.12,NA,0.07,2519,NA,"LT_ND_Grahl_002",2009-04-01,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2009-06-29","09:50",0,99.489,0.21,NA,1.23,0.11,NA,0.06,1404.167,NA,"LT_ND_Grahl_002",2009-06-29,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2009-07-16","11:30",0,148.007,0.17,NA,1.62,0.13,0.09,0.07,1849.167,0.03,"LT_ND_Grahl_002",2009-07-16,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2009-08-10","10:30",0,44.01,0.25,NA,1.56,0.18,0.1,0.1,1712.5,0.09,"LT_ND_Grahl_002",2009-08-10,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2009-09-09","10:30",0,50.695,0.24,NA,1.56,0.11,NA,0.08,1814.167,NA,"LT_ND_Grahl_002",2009-09-09,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2009-10-05","10:05",0,29.051,0.13,NA,1.65,0.23,0.1,0.06,1415,0.13,"LT_ND_Grahl_002",2009-10-05,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2009-11-09","11:30",0,87.627,0.29,NA,2.68,0.39,0.13,0.09,1898.333,0.26,"LT_ND_Grahl_002",2009-11-09,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2009-12-07","10:00",0,137.692,0.21,NA,5.17,0.39,0.08,0.04,2012.5,0.31,"LT_ND_Grahl_002",2009-12-07,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2010-01-14","11:00",0,242.463,0.17,NA,42.08,3.13,0.12,0.05,1805.833,3.01,"LT_ND_Grahl_002",2010-01-14,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2007-10-08","12:15",0,48.848,0.48,NA,NA,0.17,0.06,0.13,656.5,0.11,"LT_ND_Grahl_002",2007-10-08,"SRS2","SRS2","SRS",0,0,0,NA,NA
"SRS2","2007-11-19","11:00",0,59.381,0.18,NA,2.03,0.26,0.05,0.03,1178.333,0.21,"LT_ND_Grahl_002",2007-11-19,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2007-12-05","09:10",0,62.542,0.15,NA,23.3,0.34,0.07,0.05,1369.167,0.27,"LT_ND_Grahl_002",2007-12-05,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2008-01-10","10:30",0,73.582,0.23,NA,32.58,2.24,0.15,0.06,1410,2.09,"LT_ND_Grahl_002",2008-01-10,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2008-02-28","10:20",0,151.733,0.15,NA,49.16,0.38,0.22,0.09,2131.667,0.16,"LT_ND_Grahl_002",2008-02-28,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2008-03-31","10:45",0,77.574,0.14,NA,6.08,0.26,0.11,0.09,1375.417,0.15,"LT_ND_Grahl_002",2008-03-31,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2008-04-10","09:45",0,72.852,0.08,NA,5.37,0.12,0.1,0.06,1215.833,0.02,"LT_ND_Grahl_002",2008-04-10,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2008-05-20","11:15",0,120.397,0.16,NA,1.99,NA,NA,0.08,2331.5,NA,"LT_ND_Grahl_002",2008-05-20,"SRS2","SRS2","SRS",0,0,0,NA,NA
"SRS2","2008-06-24","12:30",0,38.76,0.48,NA,2.1,0.11,0.08,0.1,1122.5,0.03,"LT_ND_Grahl_002",2008-06-24,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2008-07-09","10:35",0,40.174,0.3,NA,2.19,0.07,0.07,0.03,1587.5,0,"LT_ND_Grahl_002",2008-07-09,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2008-08-06","09:15",0,24.568,0.33,NA,1.37,0.09,0.09,0.05,1268.333,0,"LT_ND_Grahl_002",2008-08-06,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2012-05-07","11:00",0,78.358,0.23,NA,2.38,0.38,0.17,0.03,1780,0.21,"LT_ND_Grahl_002",2012-05-07,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2012-06-19","10:50",0,61.107,0.15,NA,1.69,0.18,0.03,0.05,1693.333,0.15,"LT_ND_Grahl_002",2012-06-19,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2012-07-17","10:35",0,44.661,0.14,NA,1,0.07,0.07,0,1410.833,0,"LT_ND_Grahl_002",2012-07-17,"SRS2","SRS2","SRS",1,0,0,0,NA
"SRS2","2012-08-14","6:00",0,84.264,0.17,NA,1.62,0.13,0.04,0.07,1245,0.08,"LT_ND_Grahl_002",2012-08-14,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2012-09-14","10:20",0,118.471,0.16,NA,2.05,0.12,0.11,0.01,1126.667,0,"LT_ND_Grahl_002",2012-09-14,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2012-10-10","13:30",0,51.255,0.16,NA,1.3,0.15,0.09,0.04,1087.5,0.06,"LT_ND_Grahl_002",2012-10-10,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2012-11-01","11:30",0,46.776,0.23,NA,0.74,0.05,0.05,0.03,1178.333,0,"LT_ND_Grahl_002",2012-11-01,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2012-12-17","10:00",0,56.223,0.17,NA,3.06,0.16,0.06,0.04,1556.667,0.1,"LT_ND_Grahl_002",2012-12-17,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2013-01-08","11:20",0,45.389,0.27,NA,2.91,0.16,0.07,0.02,1388.333,0.09,"LT_ND_Grahl_002",2013-01-08,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2013-02-12","10:10",0,112.278,0.34,NA,20.57,1.28,0.15,0.07,1521.667,1.14,"LT_ND_Grahl_002",2013-02-12,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2013-03-04","11:12",0,110.133,0.14,NA,8.52,2.93,0.13,0.01,1675.833,2.8,"LT_ND_Grahl_002",2013-03-04,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2013-04-04","10:00",0,143.168,0.92,NA,1.86,0.4,0.24,0.06,2730.5,0.16,"LT_ND_Grahl_002",2013-04-04,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2013-05-08","11:30",0,57.75,0.19,NA,2.26,0.35,0.12,0.03,1619.667,0.23,"LT_ND_Grahl_002",2013-05-08,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2013-06-20","10:30",0,62.426,0.32,NA,2.06,0.15,0.01,0.05,1149.167,0.15,"LT_ND_Grahl_002",2013-06-20,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2013-07-11","10:40",0,34.938,0.16,NA,1.88,0.11,0.11,0.08,965,0,"LT_ND_Grahl_002",2013-07-11,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2013-08-16","10:20",0,51.339,0.4,NA,1.68,0.16,0.1,0.03,1158.333,0.06,"LT_ND_Grahl_002",2013-08-16,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2013-09-12","10:20",0,49.799,0.18,NA,2.56,0.48,0.38,0.04,1200.833,0.1,"LT_ND_Grahl_002",2013-09-12,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2013-10-24","11:50",0,46.468,0.17,NA,1.79,0.11,0.07,0.05,1239.167,0.04,"LT_ND_Grahl_002",2013-10-24,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2013-11-07","10:10",0,46.875,0.09,NA,2.15,0.25,0.16,0.06,1231.667,0.09,"LT_ND_Grahl_002",2013-11-07,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2013-12-10","10:55",0,43.679,0.27,NA,1.26,0.6,0.01,0.02,1159.167,0.58,"LT_ND_Grahl_002",2013-12-10,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2014-01-14","11:14",0,69.902,0.11,NA,24.44,1.28,0.11,0.02,1244.167,1.16,"LT_ND_Grahl_002",2014-01-14,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2014-02-05","10:35",0,93.135,0.31,NA,31.97,1.42,0.37,0.01,1515.417,1.06,"LT_ND_Grahl_002",2014-02-05,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2014-03-06","9:10",0,88.371,2.02,NA,20.58,1.08,0.27,0.05,1706.667,0.81,"LT_ND_Grahl_002",2014-03-06,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2014-04-01","10:40",0,86.851,0.32,NA,14.1,1.18,0.21,0.05,2076.667,0.97,"LT_ND_Grahl_002",2014-04-01,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2014-05-12","9:45",0,110.83,0.34,NA,7.38,0.33,0.16,0.08,2507.833,0.16,"LT_ND_Grahl_002",2014-05-12,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2014-06-02","10:15",0,190.175,1.04,NA,49.72,0.67,0.14,0.05,3057.5,0.53,"LT_ND_Grahl_002",2014-06-02,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2014-07-16","10:40",0,57.556,0.49,NA,2.62,0.21,0.09,0.18,1225.833,0.12,"LT_ND_Grahl_002",2014-07-16,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2014-08-15","10:30",0,50.239,0.18,NA,1.77,0.16,0.08,0.02,1207.5,0.07,"LT_ND_Grahl_002",2014-08-15,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2014-09-15","10:45",0,42.719,1.63,NA,2.82,0.19,0.12,NA,1015.833,0.07,"LT_ND_Grahl_002",2014-09-15,"SRS2","SRS2","SRS",1,0,NA,0,NA
"SRS2","2014-10-15","11:15",0,56.452,0.2,NA,2.92,0.14,0.07,0.02,1484.167,0.07,"LT_ND_Grahl_002",2014-10-15,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2014-11-10","10:30",0,64.792,0.11,NA,2.22,0.36,0.1,0.01,1453.333,0.27,"LT_ND_Grahl_002",2014-11-10,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2014-12-04","10:00",0,65.011,0.1,NA,2.61,0.37,0.07,0.09,1591.667,0.3,"LT_ND_Grahl_002",2014-12-04,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2015-01-13","11:06",0,61.742,0.11,NA,3.37,0.27,0.09,0.02,1756.667,0.17,"LT_ND_Grahl_002",2015-01-13,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2015-02-02","10:20",0,76.428,0.31,NA,18.54,6.13,0.15,0.02,1745,5.98,"LT_ND_Grahl_002",2015-02-02,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2015-03-02","11:00",0,88.238,0.29,NA,13,0.31,0.17,0.07,2188.25,0.14,"LT_ND_Grahl_002",2015-03-02,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2015-04-09","10:20",0,140.933,0.34,NA,6.37,0.29,0.16,0.05,940,0.13,"LT_ND_Grahl_002",2015-04-09,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2015-05-27","10:05",0,94.343,0.52,NA,3.14,0.05,0.09,0.05,2360,0,"LT_ND_Grahl_002",2015-05-27,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2015-06-23","9:50",0,96.604,0.22,NA,5.81,0.2,0.17,0.02,2091.667,0.04,"LT_ND_Grahl_002",2015-06-23,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2015-07-13","10:15",0,62.7,0.26,NA,5.95,0.14,0.1,0.03,1510.833,0.04,"LT_ND_Grahl_002",2015-07-13,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2015-08-11","11:03",0,84.337,0.25,NA,13.56,0.27,0.1,0.02,2075.833,0.17,"LT_ND_Grahl_002",2015-08-11,"SRS2","SRS2","SRS",0,0,0,0,NA
"SRS2","2015-09-17","10:00",0,75.949,0.22,NA,5.62,0.22,0.09,0.02,1528.333,0.13,"LT_ND_Grahl_002",2015-09-17,"SRS2","SRS2","SRS",0,0,0,0,NA
